item_id,warehouse,gender,item_category,brand_tier_group,listing_price,item_listing_date,item_purchase_date,item_accepted_or_rejected,merch_station_time,itemization_station_time,photo_station_time,qa_time
64981580,DC05,women,Shoes,1-Value,,,,rejected,33,72,0,0
65789276,DC02,women,,2-Mass,,,,rejected,19,25,0,0
65438877,DC04,women,Tops & Blouses & Shirts,3-Premium,12.99,2020-01-16,2020-01-27,accepted,15,33,23,0
67006507,DC02,women,Sweaters,1-Value,13.99,2020-02-11,,accepted,21,100,87,0
65438914,DC03,kids,Skirts & Skorts,2-Mass,11.99,2020-01-16,,accepted,38,30,40,0
66148422,DC02,women,Pants,2-Mass,8.99,2020-01-29,2020-02-09,accepted,27,44,133,0
66311630,DC02,women,Tops & Blouses & Shirts,1-Value,17.99,2020-01-30,,accepted,45,43,116,0
65817872,DC04,women,Sweaters,2-Mass,16.99,2020-01-23,,accepted,25,38,104,0
66126807,DC02,women,Active Tops,2-Mass,13.99,2020-01-28,,accepted,25,48,70,0
65609929,DC02,women,Tops & Blouses & Shirts,3-Premium,11.99,2020-01-18,,accepted,24,48,88,0
66280439,DC04,women,Pants,3-Premium,12.99,2020-01-30,2020-02-05,accepted,28,37,58,0
65430661,DC05,kids,Dresses,,,,,rejected,24,62,0,0
64923309,DC05,women,Sweaters,2-Mass,12.99,2020-01-11,2020-01-12,accepted,31,121,93,0
64901586,DC04,women,,,,,,rejected,47,20,0,0
66611176,DC05,women,Dresses,1-Value,34.99,2020-02-05,,accepted,28,64,281,0
67213659,DC05,kids,Dresses,,,,,rejected,36,46,47,0
65890197,DC02,women,Tops & Blouses & Shirts,1-Value,,,,rejected,125,55,0,0
65766317,DC02,women,Dresses,1-Value,12.99,2020-01-23,,accepted,51,43,30,0
64950259,DC05,women,Pants,1-Value,12.99,2020-01-09,2020-01-29,accepted,32,43,88,0
66960434,DC04,women,Pants,2-Mass,10.99,2020-02-11,,accepted,24,355,46,0
66573918,DC02,women,Jeans,3-Premium,29.99,2020-02-05,,accepted,39,76,56,0
67084775,DC02,women,Scarves & Wraps,3-Premium,25.99,2020-02-12,,accepted,49,39,25,0
67092360,DC05,women,Dresses,3-Premium,24.99,2020-02-12,,accepted,30,82,94,0
66750051,DC02,women,Tops & Blouses & Shirts,4-Designer,25.99,2020-02-06,,accepted,20,38,178,0
67013671,DC02,women,Dresses,1-Value,18.99,2020-02-11,,accepted,15,40,53,0
66805973,DC05,women,Tops & Blouses & Shirts,2-Mass,11.99,2020-02-07,2020-02-08,accepted,24,63,45,0
67155914,DC05,women,Sweaters,2-Mass,9.99,2020-02-13,,accepted,49,35,35,0
64926442,DC05,women,Tops & Blouses & Shirts,3-Premium,43.99,2020-01-11,2020-01-19,accepted,29,43,48,0
65054956,DC03,women,Handbags,1-Value,,,,rejected,19,49,0,0
65469503,DC04,women,,,,,,rejected,24,0,0,0
66860893,DC03,women,Pants,2-Mass,,,,rejected,30,39,0,0
65855171,DC05,women,Coats & Jackets,1-Value,13.99,2020-01-24,,accepted,30,29,116,0
65144664,DC02,women,Tops & Blouses & Shirts,2-Mass,15.99,2020-01-11,2020-01-11,accepted,30,58,75,0
66560226,DC04,women,Tops & Blouses & Shirts,2-Mass,,,,rejected,25,51,0,0
64717290,DC02,women,Tops & Blouses & Shirts,1-Value,7.99,2020-01-04,,accepted,28,31,150,0
66997729,DC05,women,Active Pants,1-Value,12.99,2020-02-11,,accepted,39,137,90,0
64806855,DC05,women,Sweaters,1-Value,19.99,2020-01-08,2020-02-08,accepted,19,53,119,0
67272773,DC02,women,Dresses,2-Mass,,,,accepted,41,40,48,0
66309023,DC05,kids,Shorts,,,,,rejected,19,21,0,0
66849645,DC03,women,Handbags,1-Value,30.99,2020-02-10,,accepted,43,59,333,6
64941024,DC04,women,Active Pants,2-Mass,24.99,2020-01-09,,accepted,16,58,31,0
65651430,DC04,women,Coats & Jackets,1-Value,25.99,2020-01-18,2020-01-28,accepted,27,28,116,0
67201580,DC03,women,Handbags,3-Premium,57.99,2020-02-12,,accepted,23,42,106,5
65992309,DC03,women,Active Pants,2-Mass,15.99,2020-01-25,,accepted,29,46,43,3
66445764,DC02,women,Dresses,4-Designer,29.99,2020-02-01,,accepted,37,78,64,0
65818164,DC04,women,Dresses,1-Value,23.99,2020-01-28,,accepted,29,39,145,0
66119177,DC05,women,Pants,1-Value,7.99,2020-01-29,,accepted,36,53,86,0
65282583,DC05,women,Pants,2-Mass,11.99,2020-01-15,,accepted,35,50,79,0
64851905,DC02,kids,Active Pants,2-Mass,11.99,2020-01-08,,accepted,39,25,35,0
65428014,DC05,women,Sweaters,1-Value,9.99,2020-01-17,,accepted,30,48,60,0
66289035,DC02,women,Sweaters,3-Premium,55.99,2020-02-05,,accepted,33,27,22,0
66247328,DC05,women,Active Tops,2-Mass,19.99,2020-01-30,,accepted,48,83,70,0
64671604,DC02,women,Dresses,1-Value,,,,rejected,33,52,1,0
65792350,DC02,women,Headwear,2-Mass,9.99,2020-01-23,2020-02-04,accepted,19,142,32,0
65974484,DC04,women,Jeans,1-Value,22.99,2020-01-25,2020-01-26,accepted,29,29,26,0
65307570,DC03,women,Active Pants,1-Value,12.99,2020-01-15,2020-01-19,accepted,22,37,46,3
64879491,DC03,women,Tees & Tanks,2-Mass,10.99,2020-01-08,,accepted,13,73,136,4
65888509,DC04,women,Sweatshirts & Fleece,1-Value,12.99,2020-01-24,2020-01-29,accepted,35,35,25,0
65566694,DC05,women,Pants,4-Designer,25.99,2020-01-22,,accepted,27,70,111,0
65466542,DC02,women,Tops & Blouses & Shirts,2-Mass,10.99,2020-01-17,,accepted,29,68,33,0
64941300,DC05,women,Scarves & Wraps,1-Value,,,,rejected,15,102,0,0
65811551,DC04,women,Dresses,2-Mass,30.99,2020-01-23,,accepted,21,17,34,0
65490156,DC04,women,Active Pants,3-Premium,14.99,2020-01-17,2020-02-09,accepted,29,57,32,0
65108021,DC05,women,Coats & Jackets,2-Mass,35.99,2020-01-14,,accepted,35,76,51,0
65719731,DC04,women,Sweaters,3-Premium,24.99,2020-01-23,,accepted,45,61,30,0
65831675,DC05,women,Skirts & Skorts,1-Value,8.99,2020-01-25,,accepted,19,35,180,0
64941592,DC02,women,Tops & Blouses & Shirts,2-Mass,16.99,2020-01-09,,accepted,20,50,132,0
65116347,DC02,women,Coats & Jackets,1-Value,25.99,2020-01-10,2020-01-14,accepted,47,36,21,0
66194421,DC02,women,Dresses,1-Value,18.99,2020-01-29,,accepted,64,60,190,0
66813913,DC05,women,Pants,1-Value,19.99,2020-02-08,,accepted,24,92,80,0
65002775,DC05,women,Dresses,2-Mass,14.99,2020-01-10,,accepted,57,64,82,0
66871166,DC04,kids,Tops & Blouses & Shirts,,,,,rejected,76,20,0,0
67211518,DC02,kids,Shoes,,16.99,2020-02-13,,accepted,27,51,25,0
65335716,DC02,women,,,,,,rejected,32,17,0,0
66070886,DC04,women,Tops & Blouses & Shirts,1-Value,4.99,2020-01-27,2020-01-30,accepted,31,44,38,0
64750035,DC02,women,Tees & Tanks,3-Premium,31.99,2020-01-05,,accepted,19,52,23,0
66342799,DC03,women,Coats & Jackets,2-Mass,29.99,2020-01-30,,accepted,62,44,314,3
65867103,DC03,women,Belts,1-Value,4.99,2020-01-24,,accepted,19,49,43,4
67199066,DC04,women,Skirts & Skorts,1-Value,,,,rejected,20,1050,0,0
65378798,DC03,kids,Active Pants,,14.99,2020-01-15,,accepted,21,73,31,9
66209310,DC04,women,Belts,1-Value,7.99,2020-01-30,,accepted,22,36,43,0
66581622,DC03,women,Pants,3-Premium,37.99,2020-02-05,,accepted,31,47,175,2
66907817,DC05,women,Active Pants,1-Value,14.99,2020-02-08,,accepted,32,57,55,0
65437896,DC03,women,Tops & Blouses & Shirts,1-Value,10.99,2020-01-17,,accepted,26,27,37,0
66105055,DC02,women,,1-Value,,,,rejected,19,22,0,0
66293004,DC04,women,Sweatshirts & Fleece,2-Mass,18.99,2020-02-04,2020-02-07,accepted,23,35,28,0
66540734,DC02,women,Handbags,2-Mass,33.99,2020-02-04,,accepted,12,49,170,0
67035864,DC03,kids,Shorts,,,,,rejected,25,43,0,0
65123092,DC05,kids,Tees & Tanks,,7.99,2020-01-15,2020-01-16,accepted,22,103,39,0
67323512,DC02,women,Active Tops,2-Mass,,,,accepted,58,38,68,0
66582282,DC03,women,Tees & Tanks,1-Value,,,,rejected,19,45,0,0
66527072,DC03,women,Jeans,2-Mass,10.99,2020-02-04,,accepted,40,113,56,7
65942496,DC05,kids,Tops & Blouses & Shirts,,6.99,2020-01-28,,accepted,19,32,37,0
65754174,DC02,women,Skirts & Skorts,2-Mass,10.99,2020-01-23,,accepted,23,45,95,0
66533727,DC03,kids,Tees & Tanks,1-Value,10.99,2020-02-04,2020-02-04,accepted,12,21,56,0
64706851,DC05,women,Dresses,2-Mass,34.99,2020-01-05,,accepted,27,75,53,0
65197243,DC02,women,Tops & Blouses & Shirts,3-Premium,,,,rejected,15,586,66,0
66424551,DC04,women,Sweatshirts & Fleece,2-Mass,64.99,2020-02-01,,accepted,37,26,53,0
66873128,DC02,kids,Sweaters,,14.99,2020-02-11,,accepted,45,27,44,0
66664679,DC03,women,Dresses,3-Premium,33.99,2020-02-05,2020-02-09,accepted,45,43,54,0
66484457,DC02,women,Sweaters,2-Mass,24.99,2020-02-01,,accepted,30,48,67,0
67087042,DC05,women,Tops & Blouses & Shirts,1-Value,,,,accepted,61,53,41,0
65782271,DC02,kids,Shorts - Active,1-Value,8.99,2020-01-23,,accepted,37,87,47,0
66764227,DC02,women,,1-Value,,,,rejected,52,49,0,0
66415080,DC02,women,,,,,,rejected,20,0,0,0
65046587,DC04,women,Coats & Jackets,2-Mass,,,,rejected,19,20,0,0
66166128,DC05,women,,,,,,rejected,34,14,0,0
65557569,DC04,women,Active Pants,1-Value,12.99,2020-01-18,,accepted,35,38,70,0
66669938,DC02,kids,One Piece,,9.99,2020-02-05,,accepted,35,34,25,0
66612794,DC02,women,Tops & Blouses & Shirts,4-Designer,,,,rejected,289,38,0,0
66528992,DC05,women,Pants,2-Mass,12.99,2020-02-06,,accepted,30,48,49,0
65318977,DC03,women,,,,,,rejected,43,0,0,0
67270652,DC05,women,Sweaters,2-Mass,,,,rejected,104,122,69,0
66948966,DC02,women,Tees & Tanks,1-Value,13.99,2020-02-08,,accepted,18,30,67,0
67200931,DC05,women,Coats & Jackets,1-Value,17.99,2020-02-13,,accepted,41,32,43,0
66314470,DC05,women,Sweaters,1-Value,22.99,2020-02-01,,accepted,25,36,84,0
66937689,DC02,kids,Tees & Tanks,1-Value,9.99,2020-02-08,,accepted,25,20,35,0
67077528,DC02,women,Tops & Blouses & Shirts,2-Mass,,,,rejected,40,39,0,0
66394727,DC02,women,Tees & Tanks,2-Mass,7.99,2020-01-31,,accepted,27,35,23,0
64887525,DC03,women,Sweaters,1-Value,15.99,2020-01-08,2020-02-08,accepted,20,31,52,0
65924154,DC03,women,Sweaters,1-Value,13.99,2020-01-25,,accepted,23,46,27,0
66387576,DC02,women,Tops & Blouses & Shirts,1-Value,21.99,2020-01-31,,accepted,28,29,189,0
66686178,DC05,women,Handbags,3-Premium,,,,rejected,47,58,205,0
65800867,DC02,women,Tees & Tanks,2-Mass,14.99,2020-01-23,,accepted,48,49,26,0
67357533,DC02,kids,Tees & Tanks,1-Value,,,,rejected,40,0,0,0
64924702,DC03,women,Active Pants,2-Mass,24.99,2020-01-08,,accepted,21,59,48,1
65498489,DC02,women,Sweaters,2-Mass,21.99,2020-01-17,2020-01-19,accepted,26,35,71,0
65321822,DC02,kids,Tops & Blouses & Shirts,3-Premium,11.99,2020-01-15,2020-02-05,accepted,17,21,96,0
66236537,DC05,women,Pants,1-Value,7.99,2020-01-30,,accepted,20,181,44,0
65804380,DC04,women,Dresses,2-Mass,20.99,2020-01-23,2020-01-30,accepted,17,32,170,0
65204760,DC05,women,Jeans,3-Premium,37.99,2020-01-15,,accepted,33,73,61,0
65329981,DC02,women,Tops & Blouses & Shirts,2-Mass,14.99,2020-01-15,,accepted,39,58,159,0
64936263,DC02,women,Tops & Blouses & Shirts,2-Mass,11.99,2020-01-10,2020-01-10,accepted,39,48,52,0
65361662,DC02,kids,Dresses,2-Mass,17.99,2020-01-15,2020-01-21,accepted,29,32,40,0
67319827,DC03,women,Pants,2-Mass,,,,accepted,30,254,29,2
67275344,DC04,women,,,,,,rejected,17,20,0,0
65293909,DC04,women,Dresses,1-Value,11.99,2020-01-15,2020-01-16,accepted,35,51,273,0
64951016,DC05,women,Jeans,3-Premium,37.99,2020-01-10,,accepted,26,40,50,0
67313707,DC05,women,,,,,,rejected,27,21,0,0
66380591,DC05,women,Pants,2-Mass,11.99,2020-01-31,2020-01-31,accepted,13,64,86,0
66046313,DC03,women,Dresses,1-Value,19.99,2020-01-28,,accepted,5,31,119,0
67265868,DC02,women,Tops & Blouses & Shirts,3-Premium,,,,accepted,37,51,163,0
65904125,DC03,women,Tops & Blouses & Shirts,2-Mass,12.99,2020-01-25,,accepted,14,37,37,2
65951035,DC05,women,Sweaters,3-Premium,28.99,2020-01-29,2020-02-10,accepted,21,40,38,0
65699382,DC05,women,Tees & Tanks,3-Premium,12.99,2020-01-22,,accepted,20,34,29,0
66776141,DC04,women,Sweaters,2-Mass,,,,rejected,37,80,0,0
65087009,DC04,women,Tops & Blouses & Shirts,2-Mass,13.99,2020-01-10,,accepted,32,37,90,0
67217896,DC02,women,Pants,1-Value,,2020-02-13,,accepted,33,56,105,0
65530823,DC02,women,Tops & Blouses & Shirts,1-Value,7.99,2020-01-18,,accepted,56,277,72,0
65353487,DC02,women,,1-Value,,,,rejected,47,36,0,0
66789294,DC02,women,,1-Value,,,,rejected,30,42,0,0
67335668,DC04,women,Bags & Luggage,2-Mass,,,,rejected,36,35,0,0
65573913,DC05,women,Skirts & Skorts,1-Value,12.99,2020-01-22,,accepted,54,211,59,0
64734904,DC04,women,Tops & Blouses & Shirts,1-Value,,,,rejected,33,30,0,0
66145491,DC04,women,Dresses,2-Mass,29.99,2020-01-31,,accepted,22,35,36,0
67300944,DC02,women,,,,,,rejected,18,17,0,0
66143993,DC03,women,Shoes,3-Premium,46.99,2020-01-29,2020-02-04,accepted,27,41,55,2
65843209,DC02,women,Jeans,4-Designer,23.99,2020-01-24,2020-01-30,accepted,21,45,43,0
66654705,DC05,women,Tops & Blouses & Shirts,1-Value,17.99,2020-02-06,,accepted,33,37,27,0
65691552,DC05,women,Shorts,1-Value,13.99,2020-01-24,,accepted,45,45,31,0
67029175,DC04,women,Shorts,1-Value,6.99,2020-02-11,,accepted,26,38,62,0
65887191,DC05,women,,,,,,rejected,18,71,0,0
64864911,DC04,women,Skirts & Skorts,2-Mass,14.99,2020-01-09,2020-01-19,accepted,22,39,24,0
67259624,DC02,women,Handbags,2-Mass,,,,rejected,24,49,0,0
66417994,DC02,kids,Tops & Blouses & Shirts,2-Mass,9.99,2020-01-31,2020-02-08,accepted,24,47,48,0
67087475,DC05,women,Belts,1-Value,7.99,2020-02-12,,accepted,19,49,50,0
64984873,DC03,women,,,,,,rejected,30,23,0,0
66743184,DC03,women,Dresses,2-Mass,35.99,2020-02-06,,accepted,69,74,96,0
64870982,DC03,women,Dresses,4-Designer,57.99,2020-01-08,,accepted,55,80,81,0
65573462,DC04,women,Tees & Tanks,2-Mass,14.99,2020-01-18,,accepted,34,39,47,0
65182188,DC05,women,Skirts & Skorts,3-Premium,11.99,2020-01-11,2020-01-15,accepted,16,43,36,0
64897483,DC02,women,Jeans,1-Value,11.99,2020-01-09,2020-01-10,accepted,29,48,415,0
66609836,DC02,women,Blazers,2-Mass,56.99,2020-02-06,,accepted,48,43,42,0
65651880,DC05,women,Handbags,1-Value,10.99,2020-01-22,,accepted,14,84,90,0
67334207,DC02,women,Jeans,2-Mass,,,,rejected,21,84,0,0
66340128,DC02,women,Tops & Blouses & Shirts,1-Value,6.99,2020-01-30,2020-01-31,accepted,37,47,22,0
67085060,DC04,women,Tops & Blouses & Shirts,2-Mass,17.99,2020-02-12,,accepted,20,29,32,0
66802071,DC05,women,,,,,,rejected,27,19,0,0
66771167,DC04,kids,Dresses,1-Value,9.99,2020-02-06,,accepted,12,27,60,0
66118824,DC05,women,Dresses,2-Mass,29.99,2020-01-29,,accepted,17,38,55,0
64675005,DC03,women,Sweaters,1-Value,18.99,2020-01-03,,accepted,22,59,53,0
66694597,DC03,women,Jeans,1-Value,17.99,2020-02-06,,accepted,37,90,115,15
67082524,DC03,women,Tees & Tanks,2-Mass,9.99,2020-02-12,,accepted,18,45,45,0
66574949,DC04,women,Skirts & Skorts,2-Mass,12.99,2020-02-05,,accepted,28,31,59,0
65646795,DC02,kids,Tops & Blouses & Shirts,1-Value,10.99,2020-01-22,,accepted,38,578,89,0
67314286,DC05,women,,1-Value,,,,rejected,23,20,0,0
67279166,DC02,women,Tees & Tanks,1-Value,,,,rejected,44,54,0,0
65350225,DC05,women,Skirts & Skorts,2-Mass,9.99,2020-01-18,2020-01-18,accepted,35,66,25,0
65823381,DC05,kids,Pants,1-Value,5.99,2020-01-24,,accepted,29,47,53,0
65112540,DC03,women,Tees & Tanks,2-Mass,11.99,2020-01-11,2020-01-15,accepted,16,27,55,3
65600462,DC02,women,Coats & Jackets,1-Value,9.99,2020-01-18,,accepted,20,23,60,0
65609078,DC02,women,Sweaters,1-Value,15.99,2020-01-18,,accepted,25,123,122,0
64840054,DC05,kids,Coats & Jackets,2-Mass,8.99,2020-01-07,2020-01-27,accepted,34,38,63,0
65576414,DC04,women,Dresses,2-Mass,18.99,2020-01-18,2020-01-24,accepted,42,60,220,0
66253097,DC02,women,Pants,2-Mass,10.99,2020-01-30,,accepted,23,39,59,0
66133227,DC02,women,Sweaters,2-Mass,15.99,2020-01-28,,accepted,27,47,22,0
66534755,DC03,women,Tops & Blouses & Shirts,4-Designer,43.99,2020-02-04,,accepted,24,45,42,3
67240002,DC03,women,Sweaters,2-Mass,,,,accepted,20,38,65,5
65955428,DC05,women,Tops & Blouses & Shirts,1-Value,10.99,2020-01-28,,accepted,43,77,41,0
65003777,DC05,women,Sweaters,1-Value,12.99,2020-01-10,,accepted,31,35,44,0
65079189,DC02,women,Tops & Blouses & Shirts,1-Value,8.99,2020-01-10,2020-01-12,accepted,13,86,35,0
66815034,DC02,women,Pants,2-Mass,,,,rejected,45,82,232,0
66969085,DC02,women,,1-Value,,,,rejected,21,31,0,0
65955627,DC05,women,Handbags,1-Value,27.99,2020-01-28,,accepted,24,97,207,0
65441122,DC05,women,Tops & Blouses & Shirts,2-Mass,14.99,2020-01-18,,accepted,36,48,56,0
65342568,DC05,women,Shoes,1-Value,15.99,2020-01-17,2020-02-05,accepted,23,48,29,0
65599539,DC02,women,Dresses,3-Premium,32.99,2020-01-18,2020-02-08,accepted,34,28,192,0
65843232,DC05,women,Tees & Tanks,1-Value,9.99,2020-01-24,2020-01-29,accepted,18,39,268,0
65783640,DC02,women,Sweatshirts & Fleece,1-Value,15.99,2020-01-23,,accepted,81,81,32,0
66281116,DC04,women,Active Pants,2-Mass,35.99,2020-01-30,,accepted,15,38,48,0
65418313,DC02,women,Sweaters,2-Mass,15.99,2020-01-16,,accepted,36,34,140,0
64920417,DC02,women,Sweaters,2-Mass,19.99,2020-01-08,,accepted,55,31,54,0
65358541,DC04,women,,,,,,rejected,25,0,0,0
66784597,DC05,women,Sweaters,1-Value,13.99,2020-02-07,,accepted,102,35,63,0
65254320,DC05,women,,4-Designer,,,,rejected,21,176,0,0
65958852,DC02,women,Tops & Blouses & Shirts,2-Mass,15.99,2020-01-25,,accepted,37,66,50,0
66919682,DC04,women,Tops & Blouses & Shirts,2-Mass,17.99,2020-02-09,,accepted,19,46,47,0
66720676,DC05,women,Skirts & Skorts,2-Mass,10.99,2020-02-06,,accepted,21,41,86,0
66728494,DC02,kids,Shorts - Active,2-Mass,9.99,2020-02-06,2020-02-12,accepted,81,96,44,0
65117020,DC05,kids,Sweaters,2-Mass,14.99,2020-01-14,,accepted,12,41,46,0
65922286,DC03,women,Tops & Blouses & Shirts,1-Value,12.99,2020-01-25,2020-01-25,accepted,18,64,102,0
65622556,DC05,women,Dresses,1-Value,,,,rejected,40,46,50,0
66150482,DC03,women,Active Pants,1-Value,7.99,2020-01-29,2020-02-10,accepted,44,42,40,5
64840274,DC05,women,Shorts,3-Premium,17.99,2020-01-08,2020-01-09,accepted,16,42,54,0
65181020,DC02,women,Tees & Tanks,1-Value,,,,rejected,25,94,0,0
66853724,DC04,kids,Tees & Tanks,,7.99,2020-02-07,,accepted,23,26,46,0
66213692,DC05,women,Tops & Blouses & Shirts,1-Value,9.99,2020-01-30,,accepted,36,46,71,0
65662518,DC05,women,Active Pants,1-Value,17.99,2020-01-20,,accepted,25,62,124,0
64827886,DC05,women,Tees & Tanks,1-Value,5.99,2020-01-08,,accepted,20,44,36,0
67112648,DC05,kids,Tees & Tanks,,,,,rejected,44,55,0,0
65413884,DC02,women,Tops & Blouses & Shirts,1-Value,,,,rejected,11,57,0,0
64796285,DC02,women,Sweaters,2-Mass,10.99,2020-01-07,,accepted,21,25,21,0
66987062,DC05,women,Sweaters,1-Value,15.99,2020-02-12,,accepted,32,28,44,0
65288179,DC05,kids,Active Skirts / Skorts,2-Mass,8.99,2020-01-15,2020-01-22,accepted,35,40,33,0
66936120,DC03,women,Tees & Tanks,2-Mass,8.99,2020-02-08,,accepted,25,24,47,10
65066741,DC05,women,Tops & Blouses & Shirts,2-Mass,14.99,2020-01-10,2020-01-11,accepted,25,41,63,0
66444382,DC02,women,Skirts & Skorts,2-Mass,9.99,2020-02-01,2020-02-08,accepted,15,72,67,0
65964697,DC05,women,Tees & Tanks,1-Value,,,,rejected,70,30,0,0
65394916,DC02,women,Tops & Blouses & Shirts,1-Value,7.99,2020-01-16,,accepted,25,45,53,0
66258908,DC04,kids,Sweaters,2-Mass,,,,rejected,113,24,0,0
66513378,DC05,women,Shoes,3-Premium,33.99,2020-02-05,,accepted,54,30,47,0
66648051,DC05,women,Tops & Blouses & Shirts,1-Value,8.99,2020-02-06,2020-02-08,accepted,19,33,58,0
65741610,DC02,women,Tops & Blouses & Shirts,1-Value,12.99,2020-01-23,,accepted,30,39,122,0
64786119,DC03,women,Tops & Blouses & Shirts,1-Value,5.99,2020-01-07,2020-01-07,accepted,24,52,100,0
65853444,DC03,women,Jeans,2-Mass,15.99,2020-01-24,,accepted,28,66,54,0
66251009,DC02,kids,One Piece,1-Value,5.99,2020-01-30,,accepted,18,37,48,0
66380513,DC05,women,Sweaters,1-Value,12.99,2020-01-31,,accepted,37,72,28,0
65496424,DC04,women,Tops & Blouses & Shirts,2-Mass,21.99,2020-01-17,,accepted,1,31,53,0
67175754,DC05,women,One Piece,1-Value,,,,rejected,18,36,0,0
65768967,DC02,women,Shoes,3-Premium,45.99,2020-01-23,2020-01-28,accepted,110,27,146,0
65519749,DC02,women,Sweatshirts & Fleece,1-Value,14.99,2020-01-17,,accepted,27,34,35,0
66012282,DC04,women,Skirts & Skorts,2-Mass,11.99,2020-01-26,,accepted,18,31,57,0
66728934,DC02,women,,,,,,rejected,40,0,0,0
65527159,DC05,kids,Jeans,1-Value,,,,rejected,20,55,0,0
65831283,DC05,women,Sweaters,3-Premium,56.99,2020-01-25,,accepted,59,39,65,0
65966600,DC02,women,Dresses,3-Premium,33.99,2020-01-25,,accepted,55,45,98,0
66042010,DC05,kids,,1-Value,,,,rejected,17,20,0,0
67294873,DC03,women,Sweaters,3-Premium,,,,rejected,78,40,528,0
64883324,DC03,women,,,,,,rejected,31,0,0,0
65829487,DC03,women,Blazers,3-Premium,58.99,2020-01-23,,accepted,26,23,34,2
65362284,DC02,women,,,,,,rejected,58,52,0,0
66216452,DC03,women,Sweaters,2-Mass,20.99,2020-01-30,,accepted,35,39,27,3
65169717,DC03,women,Dresses,1-Value,18.99,2020-01-14,,accepted,20,50,341,0
66047482,DC02,women,Sweatshirts & Fleece,1-Value,20.99,2020-01-27,2020-01-27,accepted,30,44,127,0
65999328,DC02,women,Active Pants,1-Value,,,,rejected,23,64,0,0
65851983,DC05,women,Winter Accessories,2-Mass,8.99,2020-01-24,2020-02-07,accepted,15,79,20,0
65885519,DC04,women,Sweaters,1-Value,15.99,2020-01-25,,accepted,28,146,160,0
65870439,DC04,women,Handbags,3-Premium,165.99,2020-01-24,2020-01-30,accepted,19,78,196,0
65931908,DC02,kids,Pants,2-Mass,11.99,2020-01-24,,accepted,36,24,31,0
64756858,DC05,women,,,,,,rejected,24,36,0,0
64865312,DC05,women,Dresses,1-Value,11.99,2020-01-09,2020-01-12,accepted,28,93,75,0
66659921,DC02,kids,Active Tops,1-Value,7.99,2020-02-05,2020-02-10,accepted,22,24,45,0
64945173,DC05,kids,,1-Value,,,,rejected,30,10,0,0
65667670,DC05,women,Sweaters,2-Mass,19.99,2020-01-24,2020-01-25,accepted,26,58,71,0
65349549,DC04,women,,,,,,rejected,14,0,0,0
66652662,DC02,kids,Active Pants,,12.99,2020-02-05,2020-02-07,accepted,22,44,30,0
66324989,DC02,women,Skirts & Skorts,2-Mass,13.99,2020-01-31,2020-02-02,accepted,31,96,84,0
65643714,DC02,women,Dresses,1-Value,11.99,2020-01-18,2020-01-20,accepted,10,36,77,0
64939451,DC02,women,Dresses,1-Value,35.99,2020-01-09,2020-01-29,accepted,42,85,12,0
65509708,DC05,women,Sweaters,1-Value,14.99,2020-01-17,,accepted,23,75,55,0
66293496,DC04,women,Tops & Blouses & Shirts,3-Premium,22.99,2020-01-30,,accepted,17,29,34,0
65510519,DC03,women,Scarves & Wraps,1-Value,5.99,2020-01-16,,accepted,35,32,25,4
66828850,DC05,women,Tops & Blouses & Shirts,1-Value,9.99,2020-02-07,,accepted,32,30,41,0
66650259,DC05,women,Shoes,3-Premium,36.99,2020-02-06,,accepted,32,60,46,0
67134494,DC05,kids,Shorts,1-Value,,,,rejected,13,53,0,0
66536377,DC02,women,Dresses,1-Value,14.99,2020-02-04,,accepted,37,52,96,0
64729357,DC05,women,Tees & Tanks,1-Value,10.99,2020-01-07,2020-01-07,accepted,32,51,34,0
65131816,DC03,kids,Tees & Tanks,,,,,rejected,22,22,0,0
67094326,DC03,women,Tees & Tanks,1-Value,9.99,2020-02-13,,accepted,22,63,27,0
65564425,DC03,women,Coats & Jackets,1-Value,20.99,2020-01-18,2020-02-12,accepted,73,56,20,2
67126989,DC05,women,,,,,,rejected,29,62,0,0
65848843,DC05,women,Tops & Blouses & Shirts,1-Value,7.99,2020-01-25,,accepted,31,46,48,0
65018893,DC02,women,Dresses,1-Value,8.99,2020-01-09,,accepted,23,33,89,0
66348937,DC02,women,Shoes,3-Premium,57.99,2020-02-13,,accepted,30,48,24,0
66774709,DC05,women,Scarves & Wraps,1-Value,,,,rejected,30,34,0,0
67256493,DC02,women,Belts,1-Value,,,,accepted,14,40,63,0
65649830,DC02,women,Tees & Tanks,1-Value,7.99,2020-01-18,,accepted,16,78,228,0
66324744,DC05,women,Tops & Blouses & Shirts,1-Value,6.99,2020-01-31,,accepted,41,48,45,0
67117961,DC02,women,Jeans,2-Mass,10.99,2020-02-12,,accepted,24,45,98,0
65964421,DC04,women,Pants,1-Value,11.99,2020-01-25,,accepted,13,634,183,0
64832361,DC03,women,Jeans,1-Value,11.99,2020-01-08,2020-02-08,accepted,25,60,51,0
65546419,DC05,women,Skirts & Skorts,3-Premium,11.99,2020-01-18,,accepted,26,34,62,0
67307123,DC05,women,Dresses,1-Value,,,,rejected,24,50,63,0
64759783,DC05,women,Swim,2-Mass,28.99,2020-01-07,,accepted,20,55,42,0
67164879,DC04,women,Tops & Blouses & Shirts,3-Premium,25.99,2020-02-13,,accepted,20,50,69,0
65695161,DC02,women,Jeans,1-Value,14.99,2020-01-22,,accepted,29,57,129,0
